,idcode,itemcode,amount,year,flag,stateFIPS,countyFIPS
871384,28201200500000,E50,154,2012,R,31.0,31023.0
871607,28201300200000,E50,5,2012,R,31.0,31025.0
871746,28201300600000,E50,37,2012,R,31.0,31025.0
871790,28201300700000,E50,4,2012,R,31.0,31025.0
871819,28201300800000,E50,2,2012,R,31.0,31025.0
871903,28201301100000,E50,206,2012,R,31.0,31025.0
872160,28201400400000,E50,58,2012,R,31.0,31027.0
872209,28201400500000,E50,66,2012,R,31.0,31027.0
872395,28201500100000,E50,61,2012,R,31.0,31029.0
872454,28201500300000,E50,18,2012,R,31.0,31029.0
872489,28201600100000,E50,44,2012,R,31.0,31031.0
872596,28201600600000,E50,198,2012,R,31.0,31031.0
872663,28201700100000,E50,4,2012,R,31.0,31033.0
872783,28201700500000,E50,151,2012,R,31.0,31033.0
873008,28201800600000,E50,18,2012,R,31.0,31035.0
873089,28201800900000,E50,100,2012,R,31.0,31035.0
873236,28201900300000,E50,46,2012,R,31.0,31037.0
873309,28201900600000,E50,90,2012,R,31.0,31037.0
873391,28202000200000,E50,5,2012,R,31.0,31039.0
873489,28202000400000,E50,12,2012,R,31.0,31039.0
873618,28202100300000,E50,50,2012,R,31.0,31041.0
873876,28202101100000,E50,127,2012,R,31.0,31041.0
873916,28202200100000,E50,52,2012,R,31.0,31043.0
874040,28202200500000,E50,842,2012,R,31.0,31043.0
874082,28202300100000,E50,91,2012,R,31.0,31045.0
874130,28202300200000,E50,79,2012,R,31.0,31045.0
874201,28202400100000,E50,212,2012,R,31.0,31047.0
874304,28202400400000,E50,534,2012,R,31.0,31047.0
874359,28202400500000,E50,1190,2012,R,31.0,31047.0
874555,28202600100000,E50,19,2012,R,31.0,31051.0
874790,28202600900000,E50,93,2012,R,31.0,31051.0
874906,28202700200000,E50,683,2012,R,31.0,31053.0
874970,28202700300000,E50,1,2012,R,31.0,31053.0
875029,28202700500000,E50,1,2012,R,31.0,31053.0
875061,28202700600000,E50,2,2012,R,31.0,31053.0
875100,28202700700000,E50,30,2012,R,31.0,31053.0
875259,28202800400000,E50,1612,2012,R,31.0,31055.0
875338,28202800500000,E50,419,2012,R,31.0,31055.0
875480,28202900100000,E50,186,2012,R,31.0,31057.0
875591,28203000200000,E50,952,2012,R,31.0,31059.0
875636,28203000300000,E50,257,2012,R,31.0,31059.0
875985,28203200100000,E50,44,2012,R,31.0,31063.0
876112,28203300100000,E50,20,2012,R,31.0,31065.0
876163,28203300200000,E50,76,2012,R,31.0,31065.0
876300,28203300600000,E50,1,2012,R,31.0,31065.0
876331,28203300700000,E50,48,2012,R,31.0,31065.0
876365,28203300800000,E50,20,2012,R,31.0,31065.0
876472,28203400300000,E50,1053,2012,R,31.0,31067.0
876527,28203400400000,E50,10,2012,R,31.0,31067.0
876736,28203401200000,E50,12,2012,R,31.0,31067.0
876826,28203600100000,E50,240,2012,R,31.0,31071.0
877137,28204000200000,E50,46,2012,R,31.0,31079.0
877174,28204000300000,E50,8,2012,R,31.0,31079.0
877222,28204000400000,E50,983,2012,R,31.0,31079.0
877333,28204100100000,E50,1011,2012,R,31.0,31081.0
877827,28204400300000,E50,5,2012,R,31.0,31087.0
877912,28204500100000,E50,186,2012,R,31.0,31089.0
878073,28204500600000,E50,38,2012,R,31.0,31089.0
878187,28204600100000,E50,10,2012,R,31.0,31091.0
878349,28204700700000,E50,105,2012,R,31.0,31093.0
878495,28204800400000,E50,431,2012,R,31.0,31095.0
878593,28204800700000,E50,79,2012,R,31.0,31095.0
878770,28204900500000,E50,6,2012,R,31.0,31097.0
878874,28205000300000,E50,64,2012,R,31.0,31099.0
879001,28205100200000,E50,589,2012,R,31.0,31101.0
879057,28205100300000,E50,55,2012,R,31.0,31101.0
879200,28205300300000,E50,494,2012,R,31.0,31105.0
879256,28205400200000,E50,10,2012,R,31.0,31107.0
879416,28205400600000,E50,14,2012,R,31.0,31107.0
879463,28205400800000,E50,30,2012,R,31.0,31107.0
879771,28205500700000,E50,4887,2012,R,31.0,31109.0
880018,28205600100000,E50,8,2012,R,31.0,31111.0
880129,28205600500000,E50,457,2012,R,31.0,31111.0
880188,28205600600000,E50,6,2012,R,31.0,31111.0
880353,28206000100000,E50,34,2012,R,31.0,31119.0
880471,28206000400000,E50,11,2012,R,31.0,31119.0
880516,28206000500000,E50,687,2012,R,31.0,31119.0
880569,28206000600000,E50,80,2012,R,31.0,31119.0
880614,28206100100000,E50,87,2012,R,31.0,31121.0
880666,28206100200000,E50,7,2012,R,31.0,31121.0
880788,28206200100000,E50,8,2012,R,31.0,31123.0
880989,28206300300000,E50,20,2012,R,31.0,31125.0
881043,28206400100000,E50,7,2012,R,31.0,31127.0
881496,28206600400000,E50,11,2012,R,31.0,31131.0
881526,28206600500000,E50,662,2012,R,31.0,31131.0
881582,28206600600000,E50,3,2012,R,31.0,31131.0
881704,28206601000000,E50,3,2012,R,31.0,31131.0
881736,28206700100000,E50,2,2012,R,31.0,31133.0
881818,28206700400000,E50,150,2012,R,31.0,31133.0
882125,28206900300000,E50,11,2012,R,31.0,31137.0
882161,28206900400000,E50,262,2012,R,31.0,31137.0
882355,28207000500000,E50,3,2012,R,31.0,31139.0
882409,28207000600000,E50,30,2012,R,31.0,31139.0
882462,28207100100000,E50,694,2012,R,31.0,31141.0
882746,28207200100000,E50,1,2012,R,31.0,31143.0
882792,28207200200000,E50,5,2012,R,31.0,31143.0
882830,28207200300000,E50,1,2012,R,31.0,31143.0
882875,28207200400000,E50,32,2012,R,31.0,31143.0
882987,28207300300000,E50,4,2012,R,31.0,31145.0
883053,28207300500000,E50,119,2012,R,31.0,31145.0
883146,28207400300000,E50,292,2012,R,31.0,31147.0
883357,28207500100000,E50,75,2012,R,31.0,31149.0
883758,28207700100000,E50,163,2012,R,31.0,31153.0
883913,28207700400000,E50,2,2012,R,31.0,31153.0
883956,28207750100000,E50,1180,2012,R,31.0,31153.0
884047,28207800200000,E50,7,2012,R,31.0,31155.0
884257,28207801100000,E50,15,2012,R,31.0,31155.0
884316,28207801300000,E50,96,2012,R,31.0,31155.0
884434,28207900100000,E50,734,2012,R,31.0,31157.0
884553,28207900400000,E50,9,2012,R,31.0,31157.0
884601,28207900600000,E50,100,2012,R,31.0,31157.0
884638,28207900700000,E50,136,2012,R,31.0,31157.0
884739,28207900900000,E50,284,2012,R,31.0,31157.0
885015,28208000800000,E50,346,2012,R,31.0,31159.0
885341,28208200400000,E50,37,2012,R,31.0,31163.0
885434,28208400100000,E50,2,2012,R,31.0,31167.0
885476,28208400200000,E50,1,2012,R,31.0,31167.0
885769,28208501000000,E50,23,2012,R,31.0,31169.0
885816,28208501100000,E50,18,2012,R,31.0,31169.0
885990,28208700400000,E50,1,2012,R,31.0,31173.0
886231,28208900200000,E50,9,2012,R,31.0,31177.0
886288,28208900300000,E50,6,2012,R,31.0,31177.0
886479,28209000400000,E50,277,2012,R,31.0,31179.0
886644,28209100400000,E50,1,2012,R,31.0,31181.0
886920,28209300600000,E50,1,2012,R,31.0,31185.0
886944,28209300700000,E50,1,2012,R,31.0,31185.0
887004,28209300900000,E50,176,2012,R,31.0,31185.0
889095,28400160200000,E50,1130,2012,I,31.0,31001.0
889142,28400210100000,E50,27,2012,R,31.0,31003.0
889164,28400270200000,E50,112,2012,I,31.0,31003.0
889266,28400660200000,E50,45,2012,R,31.0,31011.0
889273,28400660300000,E50,58,2012,R,31.0,31011.0
889303,28400730100000,E50,676,2012,R,31.0,31013.0
889311,28400780100000,E50,124,2012,R,31.0,31013.0
889330,28400810100000,E50,33,2012,I,31.0,31015.0
889358,28400870100000,E50,52,2012,R,31.0,31015.0
889423,28400970200000,E50,129,2012,R,31.0,31017.0
889470,28401010100000,E50,52,2012,I,31.0,31019.0
889506,28401070100000,E50,2150,2012,R,31.0,31019.0
889513,28401070200000,E50,154,2012,R,31.0,31019.0
889532,28401090500000,E50,163,2012,R,31.0,31019.0
889539,28401090600000,E50,90,2012,R,31.0,31019.0
889617,28401110100000,E50,96,2012,R,31.0,31021.0
889643,28401170200000,E50,87,2012,I,31.0,31021.0
889679,28401180600000,E50,79,2012,R,31.0,31021.0
889687,28401180700000,E50,99,2012,R,31.0,31021.0
889796,28401270100000,E50,208,2012,R,31.0,31023.0
889858,28401310100000,E50,136,2012,I,31.0,31025.0
889942,28401360200000,E50,37,2012,I,31.0,31025.0
889984,28401380200000,E50,208,2012,R,31.0,31025.0
889992,28401380300000,E50,98,2012,R,31.0,31025.0
890109,28401410200000,E50,42,2012,I,31.0,31027.0
890133,28401470100000,E50,92,2012,R,31.0,31027.0
890167,28401510100000,E50,12,2012,I,31.0,31029.0
890209,28401570100000,E50,163,2012,R,31.0,31029.0
890333,28401710200000,E50,18,2012,R,31.0,31033.0
890372,28401760200000,E50,3827,2012,I,31.0,31033.0
890437,28401840100000,E50,24,2012,R,31.0,31035.0
890452,28401860100000,E50,121,2012,I,31.0,31035.0
890461,28401870100000,E50,150,2012,R,31.0,31035.0
890468,28401870200000,E50,89,2012,R,31.0,31035.0
890473,28401880100000,E50,103,2012,R,31.0,31035.0
890531,28401970100000,E50,124,2012,R,31.0,31037.0
890541,28401970200000,E50,342,2012,R,31.0,31037.0
890591,28402010100000,E50,74,2012,R,31.0,31039.0
890599,28402030100000,E50,630,2012,R,31.0,31039.0
890608,28402080100000,E50,99,2012,R,31.0,31039.0
890679,28402110100000,E50,51,2012,I,31.0,31041.0
890730,28402170100000,E50,78,2012,R,31.0,31041.0
890742,28402180100000,E50,90,2012,R,31.0,31041.0
890763,28402190100000,E50,320,2012,R,31.0,31041.0
890820,28402220100000,E50,1023,2012,R,31.0,31043.0
890827,28402280100000,E50,54,2012,R,31.0,31043.0
890862,28402310200000,E50,104,2012,I,31.0,31045.0
890892,28402390100000,E50,493,2012,R,31.0,31045.0
890961,28402410200000,E50,30,2012,R,31.0,31047.0
891072,28402470200000,E50,1089,2012,R,31.0,31047.0
891096,28402480200000,E50,589,2012,R,31.0,31047.0
891112,28402490400000,E50,320,2012,R,31.0,31047.0
891149,28402590100000,E50,94,2012,R,31.0,31049.0
891196,28402610100000,E50,168,2012,I,31.0,31051.0
891297,28402710100000,E50,96,2012,I,31.0,31053.0
891307,28402710200000,E50,71,2012,I,31.0,31053.0
891317,28402710300000,E50,23,2012,I,31.0,31053.0
891364,28402770300000,E50,103,2012,R,31.0,31053.0
891396,28402790200000,E50,1610,2012,I,31.0,31053.0
891414,28402802600000,E50,49485,2012,R,31.0,31055.0
893101,28402866700000,E50,9553,2012,R,31.0,31055.0
893266,28402970100000,E50,131,2012,I,31.0,31057.0
893344,28403080100000,E50,73,2012,R,31.0,31059.0
893387,28403190100000,E50,93,2012,R,31.0,31061.0
893432,28403280100000,E50,83,2012,R,31.0,31063.0
893506,28403360300000,E50,66,2012,I,31.0,31065.0
893529,28403380100000,E50,138,2012,R,31.0,31065.0
893540,28403380200000,E50,493,2012,I,31.0,31065.0
893555,28403390200000,E50,151,2012,I,31.0,31065.0
893621,28403410100000,E50,13,2012,R,31.0,31067.0
893692,28403471100000,E50,144,2012,R,31.0,31067.0
893703,28403490100000,E50,767,2012,R,31.0,31067.0
893775,28403580500000,E50,96,2012,R,31.0,31069.0
893823,28403670100000,E50,275,2012,R,31.0,31071.0
893921,28403970100000,E50,63,2012,R,31.0,31077.0
893944,28404000400000,E50,4407,2012,R,31.0,31079.0
894002,28404080200000,E50,78,2012,R,31.0,31079.0
894008,28404080400000,E50,80,2012,R,31.0,31079.0
894043,28404110100000,E50,36,2012,R,31.0,31081.0
894094,28404180200000,E50,143,2012,R,31.0,31081.0
894142,28404260100000,E50,27,2012,R,31.0,31083.0
894149,28404270100000,E50,224,2012,I,31.0,31083.0
894177,28404310100000,E50,16,2012,I,31.0,31085.0
894223,28404440200000,E50,33,2012,R,31.0,31087.0
894249,28404460200000,E50,56,2012,R,31.0,31087.0
894257,28404460300000,E50,11,2012,R,31.0,31087.0
894308,28404510100000,E50,81,2012,I,31.0,31089.0
894313,28404510200000,E50,33,2012,I,31.0,31089.0
894377,28404590200000,E50,106,2012,I,31.0,31089.0
894418,28404710100000,E50,285,2012,I,31.0,31093.0
894424,28404710200000,E50,21,2012,R,31.0,31093.0
894486,28404770100000,E50,313,2012,R,31.0,31093.0
894540,28404870200000,E50,248,2012,R,31.0,31095.0
894577,28404910100000,E50,33,2012,I,31.0,31097.0
894615,28404980200000,E50,108,2012,R,31.0,31097.0
894676,28405010100000,E50,39,2012,R,31.0,31099.0
894705,28405080100000,E50,132,2012,R,31.0,31099.0
894747,28405110200000,E50,25,2012,R,31.0,31101.0
894753,28405110300000,E50,37,2012,R,31.0,31101.0
894757,28405130100000,E50,65,2012,I,31.0,31101.0
894772,28405160200000,E50,90,2012,R,31.0,31101.0
894812,28405310100000,E50,353,2012,R,31.0,31105.0
894892,28405460200000,E50,40,2012,I,31.0,31107.0
894897,28405470200000,E50,102,2012,R,31.0,31107.0
894906,28405470300000,E50,67,2012,I,31.0,31107.0
894944,28405490400000,E50,83,2012,R,31.0,31107.0
894973,28405500300000,E50,21273,2012,R,31.0,31109.0
895320,28405660300000,E50,935,2012,R,31.0,31111.0
895351,28405680300000,E50,69,2012,I,31.0,31111.0
895471,28406020100000,E50,876,2012,I,31.0,31119.0
895498,28406070100000,E50,80,2012,R,31.0,31119.0
895521,28406080100000,E50,140,2012,R,31.0,31119.0
895585,28406110100000,E50,24,2012,I,31.0,31121.0
895594,28406110200000,E50,17,2012,R,31.0,31121.0
895605,28406190100000,E50,301,2012,R,31.0,31121.0
895694,28406280200000,E50,159,2012,I,31.0,31123.0
895701,28406280300000,E50,104,2012,R,31.0,31123.0
895753,28406390100000,E50,59,2012,R,31.0,31125.0
895817,28406460100000,E50,2149,2012,I,31.0,31127.0
895826,28406480100000,E50,222,2012,R,31.0,31127.0
895891,28406580100000,E50,68,2012,R,31.0,31129.0
895959,28406670100000,E50,319,2012,R,31.0,31131.0
895969,28406670200000,E50,133,2012,R,31.0,31131.0
896055,28406770100000,E50,205,2012,R,31.0,31133.0
896126,28406870100000,E50,66,2012,R,31.0,31135.0
896186,28406960100000,E50,28,2012,R,31.0,31137.0
896192,28406960200000,E50,376,2012,R,31.0,31137.0
896370,28407190100000,E50,580,2012,R,31.0,31141.0
896392,28407210100000,E50,17,2012,R,31.0,31143.0
896450,28407260200000,E50,349,2012,I,31.0,31143.0
896458,28407260300000,E50,23,2012,R,31.0,31143.0
896466,28407270100000,E50,109,2012,R,31.0,31143.0
896502,28407360200000,E50,514,2012,R,31.0,31145.0
896522,28407380300000,E50,106,2012,R,31.0,31145.0
896589,28407470100000,E50,169,2012,R,31.0,31147.0
896624,28407480200000,E50,444,2012,R,31.0,31147.0
896640,28407580100000,E50,85,2012,R,31.0,31149.0
896704,28407670200000,E50,180,2012,I,31.0,31151.0
896711,28407670300000,E50,84,2012,R,31.0,31151.0
896718,28407680100000,E50,150,2012,R,31.0,31151.0
897231,28407720100000,E50,1661,2012,I,31.0,31153.0
898029,28407860200000,E50,129,2012,R,31.0,31155.0
898234,28407910200000,E50,42,2012,I,31.0,31157.0
898287,28407980100000,E50,4540,2012,R,31.0,31157.0
898370,28408010100000,E50,169,2012,R,31.0,31159.0
898396,28408090200000,E50,219,2012,R,31.0,31159.0
898465,28408160300000,E50,3549,2012,I,31.0,31161.0
898475,28408170100000,E50,75,2012,R,31.0,31161.0
898494,28408190200000,E50,140,2012,R,31.0,31161.0
898522,28408230100000,E50,210,2012,R,31.0,31163.0
898544,28408270100000,E50,128,2012,R,31.0,31163.0
898600,28408410100000,E50,19,2012,R,31.0,31167.0
898605,28408470100000,E50,90,2012,R,31.0,31167.0
898664,28408570100000,E50,128,2012,R,31.0,31169.0
898907,28408860100000,E50,1315,2012,I,31.0,31175.0
898920,28408870100000,E50,459,2012,R,31.0,31175.0
898945,28408890200000,E50,70,2012,R,31.0,31175.0
899008,28408910200000,E50,36,2012,R,31.0,31177.0
899069,28408980200000,E50,247,2012,I,31.0,31177.0
899124,28409010100000,E50,33,2012,R,31.0,31179.0
899129,28409090100000,E50,154,2012,R,31.0,31179.0
899181,28409170100000,E50,205,2012,R,31.0,31181.0
899188,28409170200000,E50,144,2012,R,31.0,31181.0
899283,28409370100000,E50,78,2012,R,31.0,31185.0
899293,28409370200000,E50,1771,2012,I,31.0,31185.0
899307,28409380200000,E50,821,2012,R,31.0,31185.0
